"id","busca_id","posicao_ranking","tipo_item","item_id","titulo","canal_id","canal_nome","tipo_produtor","tipo_conteudo","justificativa","metadados_extras"
"207","5","11","video","nVuHbCoaxlg","Direitos Autorais 2026","UCZSgdos4txBF1LtaAktpWGA","Escola para Youtubers - Caique Pereira","youtuber_profissional","educativo","O canal 'Escola para Youtubers' opera sob a persona de Caique Pereira, criador individual reconhecível cuja identidade é inseparável do projeto (1,4M inscritos, 578 vídeos, padrão de postagem consolidado). A estrutura não seria viável sem o nome e presença do criador. O conteúdo é predominantemente educativo (tutoriais, cursos, guias práticos para criadores de conteúdo), com chamada comercial para monetização via vendas de curso e grupo exclusivo, evidenciando profissionalização e dependência econômica do canal.","{}"
"208","5","12","video","iXRLOd0LB64","Descorbimos pq a netflix trouxe ela... - [EDIT ROUND 6] - &quot;Direitos Autorais&quot; (@IsaBuzzi) 💗","UC69FZi_DAvEu0uYlQvd-UMA"," Sae Byeok dit's ","criador_casual","entretenimento_roteirizado","O canal apresenta sinais típicos de criador em transição: apenas 11 vídeos totais, 2.120 inscritos, criado em 2024, e descrição explícita de aspiração profissional ('queria muito ser conhecida'). Embora haja esforço de edição no título (menção a 'EDIT ROUND 6'), a baixa quantidade de conteúdo e ausência de equipe indicam amadorismo ainda em consolidação. O vídeo, com título sugestivo de análise/commentary sobre Netflix, opera em formato de entretenimento roteirizado (provavelmente comentário humorístico ou reação editada), não profissionalizado.","{}"
"209","5","13","video","84ETSky-Oic","3 COISAS SOBRE DIREITO AUTORAL DE MÚSICA QUE VOCÊ PRECISA SABER","UCCkNg2ia9KcguRdGrNwlMCA","JULIA ARA","youtuber_profissional","educativo","Julia Ara opera um canal pessoal com 1.038 vídeos e 67.500 inscritos, demonstrando profissionalização consolidada e regularidade de postagem. A marca do canal é a persona individual (nome da criadora), não uma empresa ou produtora desvinculada dela — o canal gira em torno de seu know-how pessoal sobre gravação de música. O conteúdo é educativo (tutorial sobre direito autoral musical), voltado ao ensino de habilidades técnicas e conhecimento especializado, mantendo a estrutura típica de videoaulas e dicas práticas de produção.","{}"
"210","5","14","video","zC6hMFDLti4","Direitos Autorais no youtube -  Como funciona para um canal de música cover? Posso perder meu canal?","UCLbQ86i6GL8Y7JIuFwtpotg","Wellington Souza Sax","criador_casual","educativo","Wellington Souza opera um canal pessoal (3.900 inscritos, 449 vídeos) centrado em sua persona como saxofonista, sem estrutura de equipe profissional aparente ou marca corporativa independente. A produção é caseira mas regularizada, característica de transição para profissionalização. O vídeo é educativo—tutorial sobre direitos autorais para músicos—e não é conteúdo musical original, configurando função didática secundária ao canal.","{}"
"211","5","15","video","3pvESsuCS8s","Como encontrar músicas sem direitos autorais para seus vídeos do YouTube. #youtube #copyrightfree","UC_wywO1CKaPN_9nWwAmlNpw","Kimo Tech","criador_casual","educativo","O canal Kimo Tech apresenta sinais típicos de criador em transição: 1.810 inscritos, apenas 28 vídeos e presença cross-plataforma (Instagram, TikTok) indicam intenção de crescimento sem profissionalização plena. A periodicidade irregular e ausência de equipe creditada reforçam o status amador. O vídeo é educativo por excelência—tutorial prático sobre busca de recursos digitais—alinhado à proposta de 'dicas e curiosidades' descrita na bio do canal.","{}"
"212","5","16","video","HS6TSMvECgQ","COMO REMOVER DIREITO AUTORAL DOS SEU VÍDEO PELO CELULAR","UCheuYQjjlSYG-f9dPyLBvOA","Mundo do Criador","criador_casual","educativo","O canal 'Mundo do Criador' apresenta sinais de profissionalização emergente: 550 vídeos publicados indicam regularidade, descrição estruturada e temática clara (orientação para YouTubers iniciantes). Porém, a ausência de equipe identificada, baixa monetização aparente (4.650 inscritos), erros ortográficos na descrição do vídeo e produção que evidencia amadorismo técnico (tipicamente caseira) o situam ainda em transição. O vídeo é educativo puro: tutorial técnico sobre remoção de Content ID, função didática e explanatória típica de guias.","{}"
"213","5","17","video","wV2sb8vo3_w","Direitos Autorais IMPEDE Monetizar Canal no Youtube?","UCnroRJFT98r5JJ8R_3CD0Wg","Marcos Lemos","youtuber_profissional","educativo","Marcos Lemos opera um canal individual profissionalizado (330 mil inscritos, 1.278 vídeos, padrão de postagem consistente) onde sua persona como 'expert de produto e YouTuber' é central à proposta de valor. O canal existe em torno de sua identidade e autoridade pessoal como criador de conteúdo, não como marca corporativa independente. O vídeo específico sobre direitos autorais e monetização integra-se à função educativa do canal: ensinar técnicas, tutoriais e dicas sobre como ganhar dinheiro no YouTube, posicionando-o como tutorial/guia prático.","{}"
"214","5","18","video","AoMzbzrBYjQ","Como Baixar Músicas Sem Direito Autoral e Seguras para Monetizar Seus Vídeos (GRÁTIS)","UCgLdbZZAKQwxx3N6XVYVHng","Abrigo76","youtuber_profissional","educativo","Abrigo76 é um canal centrado na persona do criador, com 226 mil inscritos e 728 vídeos postados regularmente, tratando criação de conteúdo como atividade econômica principal (monetização, parcerias com afiliados como Nexus Clips). O conteúdo é educativo—tutoriais sobre ferramentas de produção digital—mas mantém a marca pessoal do canal como núcleo indissociável. A estrutura operacional e a regularidade indicam profissionalização consolidada em torno do indivíduo criador.","{}"
"215","5","19","video","dEBDb1f0pbw","Quais Obras NÃO são protegidas pelos Direitos Autorais? #shorts","UCinbMKX8vilMwUA3SEC-u9A","Instituto Observatório do Direito Autoral","instituicao","educativo","O Instituto Observatório do Direito Autoral (IODA) é uma entidade de natureza institucional dedicada à pesquisa, análise e disseminação de conhecimento sobre propriedade intelectual e direitos autorais. Sua função transcende indivíduos e existe para organizar discussão coletiva sobre tema de interesse público. O conteúdo em formato #shorts mantém função educativa clara: explicar conceitos jurídicos complexos com linguagem didática acessível, configurando-se como aula/tutorial sobre normas e conceitos de direito autoral.","{}"
"216","5","20","video","D1D_wXpniNs","Explicando o porquê não vou cantar mais direitos autorais (Isa Buzzi)","UCIqbAX7ZZ_saeA1DivxHghg","Isa Buzzi","youtuber_profissional","vlog","Isa Buzzi opera um canal pessoal de ~1M inscritos com extensa produção regular (2.053 vídeos), onde sua persona como artista/comunicadora é central e insubstituível — o canal existe em torno dela, não de uma empresa ou marca desvinculada. O vídeo, apesar de abordar tema estrutural (direitos autorais), mantém narrativa confessional e autorreferencial típica de vlog, onde ela explica decisão pessoal sobre sua carreira musical, preservando a estética de comunicação direta com audiência que caracteriza sua produção.","{}"
"217","5","21","video","H0TPycOfofo","Direitos autorais| @IsaBuzzi ☆ (Original trend) ~Antepassados~","UCpa6psyru5XU0o0kULnTFRw","Marieli Lima🦋","criador_casual","entretenimento_roteirizado","Canal com 6.210 inscritos e 54 vídeos totais demonstra postagem irregular e ainda não profissionalizada, operado por uma única pessoa (Marieli Lima) sem equipe estruturada. O conteúdo é ficção roteirizada em Gacha Club com personagens recorrentes e narrativa planejada, mas a produção caseira (uso de software de criação amador) e a descrição que apela por apoio para 'sonho de criança' indicam aspirante em transição, não produtor estabelecido.","{}"
"218","5","22","video","7JHfwLnNY6w","Tudo Sobre DIREITOS AUTORAIS No YouTube: O Que Pode X O Que Não Pode?","UC-WR62tRgEmcUAD1SY9ZJdg","Pat Machadu","youtuber_profissional","educativo","Pat Machadu opera um canal pessoal com 586 mil inscritos e 638 vídeos, onde sua persona individual é central — o conteúdo gira em torno de sua jornada e expertise pessoal em criação de conteúdo no YouTube. Embora possua equipe e monetização consolidada (Product Expert oficial do Google, assessoria comercial), o canal é indissociável de seu nome e presença. O vídeo em questão é didático-instructivo, ensinando regras e conceitos de direitos autorais aplicáveis à plataforma, caracterizando-se como conteúdo educativo orientado a criadores em desenvolvimento.","{}"
"219","5","23","video","2MErECJCY2s","Clipe Cover Direitos Autorais - Isa Buzzi - (Helena Cavali) @IsaBuzzi #direitosautorais","UCf-a91PUxrSA4xzc4RAhmfw","Fã clube da Isa Buzzi ","reaproveitamento","musical","O canal opera como fã clube não autorizado, republicando conteúdo de terceiros (Helena Cavalli e Isa Buzzi) sem produção original. O título explicita 'Direitos Autorais' como apelo clickbait, enquanto o conteúdo consiste em reedições de performances musicais alheias. A estrutura (14.3k inscritos, 25 vídeos, 960k visualizações) evidencia capitalização de fã-driven engagement sobre propriedade intelectual de artistas, caracterizando republicação não autorizada.","{}"
"220","5","24","video","SaI1SW3q63I","IA vs. Direitos Autorais: O Limite Legal Surpreende! #shorts","UCk55OVv6CDxyQXTE7F9lDMA","Jus Esperneandi","criador_casual","educativo","O canal 'Jus Esperneandi' opera com 1.323 vídeos mas apenas 1.920 inscritos e 1.000 visualizações no vídeo analisado, indicando baixa profissionalização e monetização incipiente. Embora mencione produção em estúdio e periodicidade (quartas e sextas), a estrutura permanece amadora e dependente de apelos diretos por WhatsApp para participação, sem equipe visível ou identidade corporativa. O conteúdo é predominantemente educativo (análise legal sobre direitos autorais e IA), voltado a um nicho específico (advogados), mas sem regularidade sustentada ou consolidação como marca profissional estabelecida.","{}"
"221","5","25","video","IzIaAJJKM5Q","Direito Autoral: 5 coisas fundamentais sobre esse assunto!","UC6oH_bHP8zkU152HcAgNwsw","CHC Advocacia","marca","educativo","CHC Advocacia é um escritório de advocacia (empresa prestadora de serviços jurídicos) que utiliza o YouTube como canal de marketing e relacionamento com potenciais clientes. O conteúdo educativo sobre direito funciona como branded content que divulga a expertise do escritório e direciona para seu site e comunidade Telegram. A função primária não é gerar receita direta na plataforma, mas construir autoridade e atrair clientes para o serviço que existe fora do YouTube.","{}"
"222","5","26","video","AGktj05ubhM","O Que São Os DIREITOS AUTORAIS?","UC7dcu3gUjx_LkH0Q83ez0Dw","Você entendeu Direito? - Por Thabata Guimarães","youtuber_profissional","educativo","O canal opera sob o nome e persona de Thabata Guimarães, uma pessoa física reconhecível como a autoridade central no conteúdo jurídico. Embora profissionalizado (1.374 vídeos, 52.4k inscritos, contato comercial), o canal é indissociável dessa figura individual e não existiria sob a mesma marca sem ela. O conteúdo é primariamente educativo, com objetivo de transmitir conhecimento jurídico específico (direitos autorais) em formato de aula/explicação estruturada.","{}"
"223","5","27","playlist","PLAPpNTL9QCDvosgGmDoN0v8YwDFtBBo1n","Músicas sem direitos autorais | No Copyright Music | +150 Músicas Gratuitas","UC2KptzSlMhVsy7fwJxqoO0Q","BM PRODUTORA","produtora_digital","musical","BM PRODUTORA é uma produtora digital nativa que opera sob marca corporativa (não pessoa) e oferece serviços especializados (curadoria de música livre). A playlist funciona como produto de marca, não dependendo de figura individual reconhecível. O conteúdo é musical, consistindo em curadoria e distribuição de faixas para uso em criações audiovisuais de terceiros, inserindo-se no ecossistema de produção de conteúdo digital.","{}"
"224","5","28","video","gBkqvEO8u3w","Como Funciona DIREITOS AUTORAIS em MÚSICAS COM I.A [Suno e Youtube]","UCEBYk6SzfqB_kD-a2Mxu0tQ","Nespol","youtuber_profissional","educativo","O canal Nespol opera sob nome de marca pessoal/persona com 310k inscritos e 327 vídeos postados regularmente, indicando profissionalização e monetização consolidada. Embora aborde múltiplas ferramentas de IA, a estrutura do canal é indissociável da persona 'Nespol' como figura tutorial central. O conteúdo específico é educativo: explica mecanismos (direitos autorais em músicas com IA) através de tutoriais e ferramentas práticas, função primária de transmissão de conhecimento técnico.","{}"
"225","5","29","video","yn5-JS24qlQ","Como Receber Direitos Autorais - SM estúdio #shorts","UCiODZrn9-R2PZLruem79CKg","smestudiocampinas","marca","promocional","O canal SM Estúdio opera como marca comercial de um negócio que existe primariamente fora do YouTube (estúdio de áudio e vídeo físico em Campinas com 20+ anos). O vídeo funciona como ferramenta de divulgação de serviços (gravação, videoclipes, registros de música), não como conteúdo nativo de mídia ou entretenimento. A descrição do vídeo reforça o objetivo comercial explícito ('Venha gravar...'), caracterizando content promocional ligado à venda de serviços do estúdio.","{}"
"226","5","30","video","hNr9mwXXX4A","Proteção sobre os Direitos Autorais (art. 5º, XXVII, XXVIII e XXIX, da CF/88)","UC0mobDStFTRpmjxs0VwW7qw","Prof. Diego Pureza","youtuber_profissional","educativo","O canal opera sob a persona de Diego Pureza como figura central e insubstituível — o próprio nome é marca, há 384 mil inscritos vinculados à sua autoridade como especialista em concursos, e a descrição centraliza 'eu ajudo pessoas'. Apesar de 1.220 vídeos e estrutura de equipe (site, email marketing), o canal não existiria sem a persona do professor. Quanto ao conteúdo, o vídeo é aula jurídica explicativa sobre direitos autorais constitucionais, claramente enquadrada em educativo (videoaula para concurso público).","{}"
"227","5","31","video","Nzxlv00UCek","Como tirar direitos autorais do vídeo ?","UC_e_ud6uFylbdcqwIR52MBQ","Crescendo no YouTube Com Marlon","criador_casual","educativo","O canal apresenta estrutura amadora com apenas 13 vídeos e 356 inscritos, indicando profissionalização incipiente. Embora haja contato comercial na bio (sinalizando aspiração profissional), a periodicidade irregular, baixa monetização aparente e ausência de equipe detectável são marcadores de criador em transição. O vídeo é tutorial didático sobre resolução de problemas técnicos do YouTube, função primária educativa.","{}"
"228","5","32","video","UpOunQ9nHaQ","Lei 9.610/1998 Comentada (Lei sobre Direitos Autorais)","UClbMGuYbj2Mh1m3w144ETWQ","Estratégia Carreira Jurídica","produtora_digital","educativo","O canal opera como produtora nativa digital especializada em educação jurídica para concursos públicos, com 370 mil inscritos, 12.747 vídeos e identidade de marca corporativa ('Estratégia Carreira Jurídica'). Embora tenha uma persona fundadora, o canal funciona como empresa de educação profissional desvinculada de mídia tradicional, com múltiplos conteúdos temáticos estruturados sob a marca, não na figura de um criador individual. O vídeo específico é educativo, apresentando comentário sistematizado de legislação jurídica para fins de capacitação e preparação profissional.","{}"
"229","5","33","video","Ja8HaTuEEas","A verdade sobre DIREITOS AUTORAIS..","UCWCvnU5pD_y3U-9Co9p6MdA","DJ DO ZERO LAB ","youtuber_profissional","educativo","Canal operado por criador individual (DJ DO ZERO LAB) com 43,9 mil inscritos, 487 vídeos e estrutura de monetização consolidada através de produtos próprios (DJ Black Belt). A persona do criador é central — o canal gira em torno de seu conhecimento e reputação em produção musical/DJ. O conteúdo aborda educação sobre direitos autorais e monetização, típico de tutorial/explicativo, direcionado a aspirantes a produtores musicais.","{}"
"230","5","34","video","zRNQ6wQfjfg","Direitos Autorais - Isa Buzzi (Áudio Oficial)","UCIqbAX7ZZ_saeA1DivxHghg","Isa Buzzi","musico","musical","Isa Buzzi é artista verificada no YouTube com canal oficial dedicado à divulgação de sua obra musical. O vídeo é lançamento de áudio oficial com distribuição em plataformas de streaming, seguindo padrão de gravadoras e selos independentes. A descrição do canal aponta turnê e carreira artística como foco principal, confirmando tipologia de músico profissionalizado com catálogo consolidado (2.053 vídeos, 1M+ inscritos).","{}"
"231","5","35","video","X3tjHYDQPWw","Entenda a diferença entre DIREITO DE IMAGEM e DIREITOS AUTORAIS","UC7dcu3gUjx_LkH0Q83ez0Dw","Você entendeu Direito? - Por Thabata Guimarães","youtuber_profissional","educativo","O canal opera sob a persona individual de Thabata Guimarães, advogada que é o rosto e a marca central do projeto, mesmo com 1.374 vídeos e estrutura profissionalizada (contato comercial, site próprio). A produção educativa em direito é indissociável da especialista nomeada; sem ela, o canal perde sua autoridade e propósito. O vídeo específico é um tutorial jurídico explicativo, típico de conteúdo educativo voltado à transmissão de conhecimento especializado.","{}"
"232","5","36","video","_cAH7CgbpKw","~•Direitos autorais•~ @IsaBuzzi #Musica#direitosautorais#gacha#gachaclub#meme#humor#trend#edit#fyy","UCi6YVIPYFDA-sYVxmlX1HcA","Bunny_GamessYT","criador_casual","entretenimento_roteirizado","Canal com 1.060 inscritos e 101 vídeos totais demonstra intenção de crescimento regular, mas sem profissionalização plena: produção caseira (Gacha Club, edits), ausência de equipe e operação solitária. O vídeo é um esquete/meme roteirizado sobre direitos autorais usando engine Gacha, típico de entretenimento amador estruturado para crianças, com hashtags de tendência e apelos visuais (meme, trend, edit) que evidenciam busca por engajamento sem monetização consolidada.","{}"
"233","5","37","video","Jzaiei31t4k","A Verdade sobre os Direitos Autorais na Impressão 3D","UCKTtSm19iPGzK8CK4uwibQw","Made in Heaven Studio","youtuber_profissional","educativo","O canal opera sob o nome/marca pessoal do criador (Made in Heaven Studio), com 329 vídeos e 80 mil inscritos, indicando profissionalização e regularidade. A descrição enfatiza 'meu trabalho' e 'minhas impressões', centralizando a persona individual como eixo do conteúdo. O vídeo é essencialmente educativo — explica conceitos de direito autoral aplicados a um nicho técnico específico (impressão 3D) — mesmo que inclua opinião pessoal.","{}"
"234","5","38","video","CVcHGnvKduU","INTELIGÊNCIA ARTIFICIAL E DIREITOS AUTORAIS","UCk5BcU1rOy6hepflk7_q_Pw","Meteoro Brasil","produtora_digital","informativo","Meteoro Brasil opera como produtora nativa digital com estrutura profissionalizada (1,78M inscritos, 12,239 vídeos, identidade visual corporativa), onde a marca-empresa é o produto central, não uma persona individual. O vídeo sobre IA e direitos autorais segue padrão informativo-analítico típico do canal (notícias, cultura, ciência, filosofia com abordagem crítica), combinando factualidade com comentário opinativo sobre tema atual, distinto de entretenimento roteirizado.","{}"
"235","5","39","video","CpcIUmDkzRc","Como funciona a divisão dos direitos autorais de uma música.","UCSHJHmfEpkEU5TzmKYtsKgQ","Musicalizando Academy","produtora_digital","educativo","Musicalizando Academy opera como produtora digital profissionalizada com marca corporativa, equipe estruturada (cursos, podcast, gravadora associada) e presença multicanal (site, Instagram) sob a marca 'Musicalizando', não dependendo exclusivamente da persona de Rafa Brahma. O conteúdo é educativo: ensina aspectos práticos de carreira musical e music business através de aulas, entrevistas com especialistas e análises de processos da indústria fonográfica.","{}"
"236","5","40","video","faZGpOEIZ58","Direitos autorais #roblox","UC93ldme-w_6IdjWtRrYYvbw","Jeni Br","youtuber_profissional","educativo","Jeni Br opera um canal pessoal com 630 mil inscritos e 903 vídeos, evidenciando regularidade e profissionalização consolidada. O canal é indissociável da persona 'Jeni', cuja presença é central na proposta de valor ('fazer o dia de alguém mais feliz'). O vídeo sobre 'Direitos autorais #roblox' classifica-se como educativo por transmitir conhecimento técnico sobre propriedade intelectual num contexto de jogos, função primária distinta de entretenimento puro, mesmo utilizando plataforma de jogo como caso de uso.","{}"
"237","5","41","video","u-70_hseK0M","Entenda os avisos de direitos autorais","UCxpP-CIol4wMrQPWcWf0ZjQ","YouTube Criadores","midia_tradicional","educativo","O canal 'YouTube Criadores' é um canal oficial da plataforma YouTube, operado pela própria Google/Alphabet como ferramenta de comunicação institucional e educação de criadores. Não é uma produtora digital independente, mas sim um braço educacional da mídia digital legada (YouTube como plataforma). O conteúdo é fundamentalmente educativo — tutoriais sobre funcionalidades, políticas e melhores práticas da plataforma, dirigidos ao público de criadores, sem aspecto noticioso ou de entretenimento roteirizado.","{}"
"238","5","42","video","QUl0EP7zOEg","[ATUALIZADO!] DIREITOS AUTORAIS no YOUTUBE: O que fazer? Como evitar?","UCeTF9Y3Wn_d3j4iz6cn6GLA","Francielle Mianes","youtuber_profissional","educativo","Francielle Mianes opera um canal pessoal centrado em sua persona como especialista em YouTube marketing, com 184 mil inscritos, periodicidade clara (quartas às 19h) e 430 vídeos que demonstram profissionalização econômica. O canal é indissociável de seu nome e identidade individual — ela é a marca. O vídeo é educativo, voltado ao ensino de estratégias de produção e gestão de direitos autorais no YouTube, função primária tipicamente tutorial/explicativa.","{}"
"239","5","43","video","prI_mDIIBn0","Como encontrar e baixar músicas sem direitos autorais 🫡🫡 #degraça #hack #mktdigital #criador","UCSAI9Npok0FCSfa-63i9hyA","32ken__","criador_casual","educativo","O canal 32ken__ apresenta sinais de criador em transição: 921 inscritos, 92 vídeos acumulados e ~690k visualizações indicam consistência e intenção de crescimento, mas a descrição descomprometida ('Ainda não sei porque mantenho esse canal') e a ausência de branding corporativo sugerem ainda não há profissionalização plena. O vídeo é classificado como educativo porque seu propósito é explicar um procedimento técnico (encontrar/baixar músicas sem direitos), apesar da embalagem informal com hashtags e tom descontraído típicos de conteúdo didático amador.","{}"
"240","5","44","video","qN555s9BIZo","Melhores sites para baixar imagens grátis, sem direitos autorais 🤫😉","UCbvshNyQ3vH3xBDwQtD5OGg","NLeticia","criador_casual","educativo","O canal NLeticia apresenta sinais de amadorismo profissionalizante: apenas 176 inscritos, 54 vídeos acumulados e baixas visualizações (18.421) indicam ausência de monetização consolidada. A descrição revela aspiração de crescimento ('como crescer suas redes sociais e viver trabalhando na internet'), típica de criadores em transição. O vídeo é educativo puro (tutorial sobre ferramentas), sem persona forte ou equipe estruturada, mantendo a estética de produção caseira com edição básica.","{}"
"241","5","45","video","8CS8TOgAZ9E","E OS DIREITOS AUTORAIS? POSSO VENDER OU NÃO?","UCg-xS8P5Vk1ELeMHZsoANxg","CAÇADORES DE RENDA","youtuber_profissional","educativo","O canal opera sob uma persona individual reconhecível ('Caçadores de Renda'), com 122 mil inscritos, 850 vídeos e regularidade consolidada, indicando profissionalização e dependência da figura do criador como eixo central. O vídeo específico é educativo, focando em transmitir conhecimento sobre direitos autorais e aspectos legais de empreendimentos digitais (impressão 3D), função primária didática mesmo em contexto de geração de renda.","{}"
"242","5","46","video","DtzvyjBeJM0","Edit Sae Byeok - Jun Hee (Direitos Autorais - Isa Buzzi) #round6 #squidgame #saebyeokedit #edit","UCjWsmRGkIGHaAF8QeR1xXYw","𝓑runa ! :: ★","criador_casual","entretenimento_roteirizado","O canal 'Bruna ! :: ★' apresenta características de criador amador em transição: 9.960 inscritos, 85 vídeos totais e produção caseira de edits de séries/k-pop sem equipe estruturada visível. O vídeo é um edit (montagem audiovisual) de cena de série, com títulos otimizados para algoritmo (#shorts #fy) típicos de criadores aspiracionais, mas sem profissionalização plena ou monetização consolidada. Trata-se de entretenimento roteirizado pois reedita cenas da série Round 6/Squid Game com propósito artístico/estético, não informativo.","{}"
